state,sa4,age,sex,atsi,education,lfs,count,areasqkm_2016,population,density
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",1333,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",99,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,Not stated,Degree-level or higher,"Employed, any",4,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",9,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,ATSI (any),Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",29,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",9,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",299,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",2018,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",119,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,Not stated,Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",21,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",5,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,ATSI (any),Degree-level or higher,"Employed, any",6,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",24,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",3,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",532,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",10,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",1735,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",110,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,Not stated,Degree-level or higher,"Employed, any",4,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",22,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,40-44 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,ATSI (any),Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",31,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",4,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",276,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",10,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",2419,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",143,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,Not stated,Degree-level or higher,"Employed, any",6,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",26,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,ATSI (any),Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",21,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",3,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",443,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",11,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",2156,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",130,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,Not stated,Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",17,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,45-49 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,ATSI (any),Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",27,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",7,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",223,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",2612,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",152,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,Not stated,Degree-level or higher,"Employed, any",3,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",25,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,ATSI (any),Degree-level or higher,"Employed, any",6,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",19,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",4,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",405,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",11,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",2333,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",133,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,Not stated,Degree-level or higher,"Employed, any",5,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",20,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,50-54 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,ATSI (any),Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",25,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",6,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",243,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",12,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",2654,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",170,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,Not stated,Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",24,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Female,ATSI (any),Degree-level or higher,"Employed, any",4,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",19,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",463,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",7,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",2170,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",94,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,55-59 years,Female,Not stated,Degree-level or higher,"Employed, any",7,37716.3532,110514,2.9301348254422437
